id,cash_request_id,type,status,category,total_amount,reason,created_at,updated_at,paid_at,from_date,to_date,charge_moment
2231,4986,postpone,accepted,,5.00,Postpone Cash Request 4986,2020-07-28 17:55:33.293538+00,2020-10-13 14:25:04.066131+00,2020-07-28 17:55:37.889214+00,2020-08-03 08:49:38.094+00,2020-08-30 17:55:31.514+00,before
10431,14602,postpone,accepted,,5.00,Postpone Cash Request 14602,2020-10-02 06:53:41.989611+00,2020-10-13 14:25:04.069233+00,2020-10-02 06:53:47.753753+00,2020-10-02 23:51:00+00,2020-10-31 11:00:00+00,before
2316,9706,postpone,accepted,,5.00,Postpone Cash Request 9706,2020-07-29 16:10:26.428559+00,2020-10-13 14:25:04.076513+00,2020-07-29 16:10:30.957738+00,2020-08-07 22:00:00+00,2020-09-06 22:00:00+00,before
2298,9487,postpone,accepted,,5.00,Postpone Cash Request 9487,2020-07-29 12:28:42.190517+00,2020-10-13 14:25:04.078545+00,2020-07-29 12:28:46.99273+00,2020-08-05 22:00:00+00,2020-09-04 22:00:00+00,before
401,1749,postpone,accepted,,5.00,Postpone Cash Request 1749,2020-06-23 08:20:51.758856+00,2020-10-13 14:25:04.080217+00,2020-06-23 08:20:51.758856+00,2020-07-04 22:46:34+00,2020-08-04 05:56:32+00,before
698,5023,postpone,accepted,,5.00,Postpone Cash Request 5023,2020-06-27 09:34:38.320628+00,2020-10-13 14:25:04.081683+00,2020-06-27 09:34:38.320628+00,2020-07-05 22:00:00+00,2020-07-20 22:00:00+00,before
719,3598,postpone,accepted,,5.00,Postpone Cash Request 3598,2020-06-28 08:09:31.230779+00,2020-10-13 14:25:04.083429+00,2020-06-28 08:09:31.230779+00,2020-07-03 22:00:00+00,2020-08-02 22:00:00+00,before
768,5124,postpone,accepted,,5.00,Postpone Cash Request 5124,2020-06-29 08:21:11.872654+00,2020-10-13 14:25:04.085099+00,2020-06-29 08:21:11.872654+00,2020-07-03 22:00:00+00,2020-08-02 08:21:04.25+00,before
838,3369,postpone,accepted,,5.00,Postpone Cash Request 3369,2020-06-30 12:58:41.724871+00,2020-10-13 14:25:04.086579+00,2020-06-30 12:58:41.724871+00,2020-07-02 22:00:00+00,2020-08-02 12:58:39.543+00,before
815,3348,postpone,accepted,,5.00,Postpone Cash Request 3348,2020-06-30 06:13:49.455746+00,2020-10-13 14:25:04.088145+00,2020-06-30 06:13:49.455746+00,2020-07-07 22:00:00+00,2020-08-02 06:13:47.683+00,before
701,4238,postpone,accepted,,5.00,Postpone Cash Request 4238,2020-06-27 11:34:04.738634+00,2020-10-13 14:25:04.089823+00,2020-06-27 11:34:04.738634+00,2020-07-24 07:40:38.367+00,2020-08-23 11:35:10.586+00,before
615,2289,postpone,accepted,,5.00,Postpone Cash Request 2289,2020-06-25 08:51:15.994858+00,2020-10-13 14:25:04.092632+00,2020-06-25 08:51:15.994858+00,2020-06-29 22:00:00+00,2020-07-30 08:51:10.783+00,before
585,4752,postpone,accepted,,5.00,Postpone Cash Request 4752,2020-06-24 20:22:03.162248+00,2020-10-13 14:25:04.093936+00,2020-06-24 20:22:03.162248+00,2020-07-05 22:00:00+00,2020-08-05 20:21:54.925+00,before
468,4404,postpone,accepted,,5.00,Postpone Cash Request 4404,2020-06-23 08:20:52.374955+00,2020-10-13 14:25:04.095211+00,2020-06-23 08:20:52.374955+00,2020-07-13 22:00:00+00,2020-07-28 22:00:00+00,before
10571,14422,postpone,accepted,,5.00,Postpone Cash Request 14422,2020-10-02 17:21:54.693413+00,2020-10-13 14:25:04.096568+00,2020-10-02 17:21:59.494351+00,2020-10-01 22:00:00+00,2020-10-31 22:00:00+00,before
177,3415,postpone,accepted,,5.00,Postpone Cash Request 3415,2020-06-23 08:20:49.772831+00,2020-10-13 14:25:04.098094+00,2020-06-23 08:20:49.772831+00,2020-06-25 23:21:00+00,2020-07-13 12:59:21+00,before
306,2047,postpone,accepted,,5.00,Postpone Cash Request 2047,2020-06-23 08:20:50.926275+00,2020-10-13 14:25:04.09929+00,2020-06-23 08:20:50.926275+00,2020-06-28 16:32:09+00,2020-07-28 13:27:52+00,before
267,3363,postpone,accepted,,5.00,Postpone Cash Request 3363,2020-06-23 08:20:50.582532+00,2020-10-13 14:25:04.100746+00,2020-06-23 08:20:50.582532+00,2020-07-18 22:00:00+00,2020-08-06 05:48:27+00,before
74,2358,postpone,accepted,,5.00,Postpone Cash Request 2358,2020-06-23 08:20:48.927248+00,2020-10-13 14:25:04.102274+00,2020-06-23 08:20:48.927248+00,2020-06-10 22:00:00+00,2020-07-10 22:01:37+00,before
10895,18541,postpone,accepted,,5.00,Postpone Cash Request 18541,2020-10-04 22:04:37.446185+00,2020-10-13 14:25:04.108139+00,2020-10-04 22:04:41.309171+00,2020-10-26 22:00:00+00,2020-11-25 11:00:00+00,before
2368,3357,postpone,accepted,,5.00,Postpone Cash Request 3357,2020-07-30 10:24:28.107052+00,2020-10-13 14:25:04.112666+00,2020-07-30 10:24:32.855114+00,2020-08-05 22:00:00+00,2020-09-04 22:00:00+00,before
2350,9903,postpone,accepted,,5.00,Postpone Cash Request 9903,2020-07-30 03:11:56.274354+00,2020-10-13 14:25:04.114256+00,2020-07-30 03:12:01.448515+00,2020-08-07 18:46:43.434591+00,2020-09-02 03:11:58.331+00,before
3473,4370,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-08-11 22:29:48.253734+00,2021-01-19 12:31:32.70149+00,,,,after
15045,22359,instant_payment,accepted,,5.00,Instant Payment Cash Request 22359,2020-10-20 08:07:18.445601+00,2020-10-20 08:07:18.44563+00,2020-11-02 19:50:59.90649+00,,,after
16349,23420,instant_payment,accepted,,5.00,Instant Payment Cash Request 23420,2020-10-23 11:25:31.334331+00,2020-10-23 11:25:31.334354+00,2020-10-30 23:22:57.687913+00,,,after
7931,16437,instant_payment,accepted,,5.00,Instant Payment Cash Request 16437,2020-09-16 13:29:15.453848+00,2020-10-13 14:25:11.892022+00,2020-11-05 22:04:12.188597+00,,,after
13541,12127,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-10-14 22:36:13.82613+00,2020-10-14 22:36:13.826148+00,2020-10-20 02:45:21.406851+00,,,after
13778,21369,instant_payment,accepted,,5.00,Instant Payment Cash Request 21369,2020-10-15 16:26:38.501397+00,2020-10-15 16:26:38.501419+00,2020-11-05 20:30:11.761683+00,,,after
14497,21919,instant_payment,accepted,,5.00,Instant Payment Cash Request 21919,2020-10-18 10:02:27.111528+00,2020-10-18 10:02:27.111554+00,2020-11-06 14:33:07.088443+00,,,after
14014,19276,postpone,cancelled,,5.00,Postpone Cash Request 19276,2020-10-16 11:11:11.564972+00,2020-10-16 11:11:11.564995+00,,2020-10-15 22:00:00+00,2020-11-03 23:00:00+00,after
15934,20799,postpone,accepted,,5.00,Postpone Cash Request 20799,2020-10-22 11:53:03.849146+00,2020-10-22 11:53:10.353811+00,2020-10-22 11:53:10.700186+00,2020-10-28 09:26:56.307+00,2020-10-31 11:00:00+00,before
3540,12131,instant_payment,accepted,,5.00,Instant Payment Cash Request 12131,2020-08-12 09:44:03.257412+00,2020-10-13 14:25:05.535287+00,2020-10-07 19:47:08.326087+00,,,after
2444,8255,postpone,accepted,,5.00,Postpone Cash Request 8255,2020-07-31 13:32:23.004142+00,2020-10-13 14:25:04.121363+00,2020-07-31 13:32:27.96835+00,2020-08-08 22:00:00+00,2020-08-09 22:00:00+00,before
2453,6575,postpone,accepted,,5.00,Postpone Cash Request 6575,2020-07-31 15:25:06.604763+00,2020-10-13 14:25:04.122571+00,2020-07-31 15:25:11.84094+00,2020-08-06 22:00:00+00,2020-09-06 15:25:03.814+00,before
2471,2481,postpone,accepted,,5.00,Postpone Cash Request 2481,2020-07-31 18:27:43.644139+00,2020-10-13 14:25:04.123866+00,2020-07-31 18:27:48.436811+00,2020-08-04 22:00:00+00,2020-09-03 22:00:00+00,before
2492,7569,postpone,accepted,,5.00,Postpone Cash Request 7569,2020-08-01 07:57:22.276609+00,2020-10-13 14:25:04.12522+00,2020-08-01 07:57:40.059904+00,2020-08-05 22:00:00+00,2020-09-04 22:00:00+00,before
10896,17320,postpone,accepted,,5.00,Postpone Cash Request 17320,2020-10-04 22:11:27.289234+00,2020-10-13 14:25:04.129977+00,2020-10-04 22:11:31.837314+00,2020-10-07 10:00:00+00,2020-11-06 10:00:00+00,before
10294,13804,postpone,accepted,,5.00,Postpone Cash Request 13804,2020-10-01 14:13:01.183315+00,2020-10-13 14:25:04.138219+00,2020-10-01 14:13:05.534694+00,2020-09-29 23:51:00+00,2020-10-10 10:00:00+00,before
11129,14585,postpone,accepted,,5.00,Postpone Cash Request 14585,2020-10-05 20:35:30.869326+00,2020-10-13 14:25:04.143599+00,2020-10-05 20:35:35.188339+00,2020-10-06 22:00:00+00,2020-11-03 23:00:00+00,before
2137,9529,postpone,accepted,,5.00,Postpone Cash Request 9529,2020-07-27 21:56:33.694213+00,2020-10-13 14:25:04.146533+00,2020-07-27 21:56:38.537491+00,2020-08-05 22:00:00+00,2020-08-21 21:56:22.638+00,before
2162,9698,postpone,accepted,,5.00,Postpone Cash Request 9698,2020-07-28 09:39:56.431149+00,2020-10-13 14:25:04.149574+00,2020-07-28 09:40:00.769923+00,2020-08-03 22:00:00+00,2020-08-31 22:00:00+00,before
2188,2874,postpone,accepted,,5.00,Postpone Cash Request 2874,2020-07-28 13:23:19.039219+00,2020-10-13 14:25:04.154422+00,2020-07-28 13:23:23.740887+00,2020-08-06 22:00:00+00,2020-09-05 22:00:00+00,before
4510,11585,postpone,accepted,,5.00,Postpone Cash Request 11585,2020-08-20 19:11:04.134268+00,2020-10-13 14:25:04.185618+00,2020-08-20 19:11:09.069052+00,2020-09-02 10:00:00+00,2020-09-18 22:00:00+00,before
2624,8411,postpone,accepted,,5.00,Postpone Cash Request 8411,2020-08-02 22:15:36.450984+00,2020-10-13 14:25:04.201874+00,2020-08-02 22:15:40.432541+00,2020-08-10 22:00:00+00,2020-09-09 22:00:00+00,before
2633,3777,postpone,accepted,,5.00,Postpone Cash Request 3777,2020-08-02 23:57:16.257958+00,2020-10-13 14:25:04.209762+00,2020-08-02 23:57:20.723199+00,2020-08-12 22:00:00+00,2020-09-11 22:00:00+00,before
2641,8066,postpone,accepted,,5.00,Postpone Cash Request 8066,2020-08-03 08:04:50.625341+00,2020-10-13 14:25:04.222151+00,2020-08-03 08:04:55.464706+00,2020-08-18 22:00:00+00,2020-09-13 08:04:46.548+00,before
2642,8701,postpone,accepted,,5.00,Postpone Cash Request 8701,2020-08-03 08:19:05.466935+00,2020-10-13 14:25:04.225738+00,2020-08-03 08:19:09.433051+00,2020-08-05 22:00:00+00,2020-09-04 22:00:00+00,before
1977,8177,postpone,accepted,,5.00,Postpone Cash Request 8177,2020-07-25 19:20:00.560197+00,2020-10-13 14:25:04.227093+00,2020-07-25 19:20:05.594089+00,2020-08-30 01:33:48.128+00,2020-09-14 01:33:48.128+00,before
10433,16225,postpone,accepted,,5.00,Postpone Cash Request 16225,2020-10-02 07:03:11.610037+00,2020-10-13 14:25:04.228375+00,2020-10-02 07:03:16.236019+00,2020-10-12 10:00:00+00,2020-10-29 11:00:00+00,before
11130,16573,postpone,accepted,,5.00,Postpone Cash Request 16573,2020-10-05 20:46:26.434872+00,2020-10-13 14:25:04.232336+00,2020-10-05 20:46:32.385315+00,2020-10-05 22:00:00+00,2020-11-04 20:00:00+00,before
2651,6717,postpone,accepted,,5.00,Postpone Cash Request 6717,2020-08-03 10:26:45.835523+00,2020-10-13 14:25:04.24018+00,2020-08-03 10:26:50.292245+00,2020-08-05 06:08:03.16+00,2020-09-04 06:08:03.16+00,before
2649,3255,postpone,accepted,,5.00,Postpone Cash Request 3255,2020-08-03 09:49:40.768379+00,2020-10-13 14:25:04.241527+00,2020-08-03 09:49:45.010485+00,2020-08-07 04:37:22.714+00,2020-09-06 09:49:41.399+00,before
2660,8217,postpone,accepted,,5.00,Postpone Cash Request 8217,2020-08-03 11:47:11.348011+00,2020-10-13 14:25:04.242972+00,2020-08-03 11:47:15.737364+00,2020-08-08 22:00:00+00,2020-09-07 22:00:00+00,before
2652,3317,postpone,accepted,,5.00,Postpone Cash Request 3317,2020-08-03 10:29:47.825545+00,2020-10-13 14:25:04.244096+00,2020-08-03 10:29:51.968532+00,2020-08-05 10:00:00+00,2020-09-04 10:00:00+00,before
2673,5512,postpone,accepted,,5.00,Postpone Cash Request 5512,2020-08-03 14:35:44.275829+00,2020-10-13 14:25:04.258125+00,2020-08-03 14:35:48.73202+00,2020-08-06 00:24:21.66+00,2020-09-05 14:35:37.289+00,before
2698,9313,postpone,accepted,,5.00,Postpone Cash Request 9313,2020-08-03 21:31:36.016735+00,2020-10-13 14:25:04.266849+00,2020-08-03 21:31:40.040224+00,2020-08-06 22:00:00+00,2020-09-05 22:00:00+00,before
2681,9583,postpone,accepted,,5.00,Postpone Cash Request 9583,2020-08-03 15:31:32.087237+00,2020-10-13 14:25:04.268059+00,2020-08-03 15:31:36.715375+00,2020-08-11 22:00:00+00,2020-09-10 22:00:00+00,before
2683,10281,postpone,accepted,,5.00,Postpone Cash Request 10281,2020-08-03 15:46:44.321479+00,2020-10-13 14:25:04.274318+00,2020-08-03 15:46:48.973196+00,2020-08-16 23:51:00+00,2020-09-05 15:46:39.423+00,before
10295,18125,postpone,accepted,,5.00,Postpone Cash Request 18125,2020-10-01 14:43:04.794839+00,2020-10-13 14:25:04.276795+00,2020-10-01 14:43:08.943746+00,2020-10-21 22:00:00+00,2020-10-30 23:00:00+00,before
2685,10312,postpone,accepted,,5.00,Postpone Cash Request 10312,2020-08-03 16:32:04.084792+00,2020-10-13 14:25:04.278116+00,2020-08-03 16:32:08.708923+00,2020-09-04 22:00:00+00,2020-10-05 16:31:59.237+00,before
2699,9992,postpone,accepted,,5.00,Postpone Cash Request 9992,2020-08-03 22:16:57.560025+00,2020-10-13 14:25:04.280284+00,2020-08-03 22:17:02.105962+00,2020-09-01 22:00:00+00,2020-10-01 22:00:00+00,before
2686,7976,postpone,accepted,,5.00,Postpone Cash Request 7976,2020-08-03 16:35:35.285027+00,2020-10-13 14:25:04.281432+00,2020-08-03 16:35:39.497936+00,2020-08-09 22:00:00+00,2020-09-08 22:00:00+00,before
11254,18146,postpone,accepted,,5.00,Postpone Cash Request 18146,2020-10-06 08:38:00.961669+00,2020-10-13 14:25:04.300844+00,2020-10-06 08:38:05.060321+00,2020-10-29 22:00:00+00,2020-10-29 23:00:00+00,before
11131,14214,postpone,accepted,,5.00,Postpone Cash Request 14214,2020-10-05 20:53:17.223863+00,2020-10-13 14:25:04.304346+00,2020-10-05 20:53:23.897254+00,2020-10-05 22:00:00+00,2020-11-04 22:00:00+00,before
10434,18724,postpone,accepted,,5.00,Postpone Cash Request 18724,2020-10-02 07:05:50.457407+00,2020-10-13 14:25:04.305768+00,2020-10-02 07:05:54.798557+00,2020-11-03 22:00:00+00,2020-12-03 22:00:00+00,before
17658,18996,postpone,cancelled,,5.00,Postpone Cash Request 18996,2020-10-26 06:55:04.380589+00,2020-10-26 06:55:04.380614+00,,2020-10-26 22:00:00+00,2020-10-29 23:00:00+00,before
13304,17142,postpone,accepted,,5.00,Postpone Cash Request 17142,2020-10-14 07:25:50.208127+00,2020-10-14 07:25:50.208154+00,2020-10-14 07:25:54.402501+00,2020-10-29 22:00:00+00,2020-10-30 23:00:00+00,before
13542,12655,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-10-14 22:36:19.136716+00,2020-10-14 22:36:19.136744+00,2020-10-15 11:27:57.730296+00,,,after
2716,9755,postpone,cancelled,,5.00,Postpone Cash Request 9755,2020-08-04 08:18:19.700435+00,2020-10-13 14:25:04.347485+00,,2020-08-13 23:51:00+00,2020-08-24 13:00:00+00,before
14248,21714,instant_payment,accepted,,5.00,Instant Payment Cash Request 21714,2020-10-17 06:25:50.348766+00,2020-10-17 06:25:50.348797+00,2020-12-08 17:15:27.064933+00,,,after
15494,22757,instant_payment,accepted,,5.00,Instant Payment Cash Request 22757,2020-10-21 10:40:53.806285+00,2020-10-21 10:40:53.806325+00,2020-11-07 19:55:23.664446+00,,,after
14498,18525,postpone,accepted,,5.00,Postpone Cash Request 18525,2020-10-18 10:03:21.982172+00,2020-10-18 10:03:26.654117+00,2020-10-18 10:03:25.853293+00,2020-11-04 22:00:00+00,2020-11-06 11:00:00+00,before
2695,9588,postpone,accepted,,5.00,Postpone Cash Request 9588,2020-08-03 19:29:36.638937+00,2020-10-13 14:25:04.309061+00,2020-08-03 19:29:41.316478+00,2020-08-07 22:00:00+00,2020-09-06 22:00:00+00,before
2700,8693,postpone,accepted,,5.00,Postpone Cash Request 8693,2020-08-03 22:26:55.732881+00,2020-10-13 14:25:04.313127+00,2020-08-03 22:27:15.376886+00,2020-08-06 14:56:29.534+00,2020-09-04 22:26:51.416+00,before
3583,12184,instant_payment,accepted,,5.00,Instant Payment Cash Request 12184,2020-08-12 13:05:34.927289+00,2020-10-13 14:25:05.60156+00,2020-09-05 19:50:55.799339+00,,,after
2697,8525,postpone,accepted,,5.00,Postpone Cash Request 8525,2020-08-03 21:26:43.366702+00,2020-10-13 14:25:04.317158+00,2020-08-03 21:26:48.150604+00,2020-08-08 13:58:52.507+00,2020-08-31 21:26:30.622+00,before
2710,5019,postpone,accepted,,5.00,Postpone Cash Request 5019,2020-08-04 01:06:42.671264+00,2020-10-13 14:25:04.322735+00,2020-08-04 01:06:46.862286+00,2020-08-05 22:00:00+00,2020-09-04 22:00:00+00,before
2702,10299,postpone,accepted,,5.00,Postpone Cash Request 10299,2020-08-03 22:59:36.952751+00,2020-10-13 14:25:04.324117+00,2020-08-03 22:59:41.74609+00,2020-08-28 10:00:00+00,2020-09-27 10:00:00+00,before
11357,18823,postpone,accepted,,5.00,Postpone Cash Request 18823,2020-10-06 13:46:01.861384+00,2020-10-13 14:25:04.328859+00,2020-10-06 13:46:05.92122+00,2020-10-29 11:00:00+00,2020-10-30 23:00:00+00,before
2705,6346,postpone,accepted,,5.00,Postpone Cash Request 6346,2020-08-03 23:19:05.804039+00,2020-10-13 14:25:04.330198+00,2020-08-03 23:19:10.385765+00,2020-08-06 22:00:00+00,2020-09-05 22:00:00+00,before
2711,7104,postpone,accepted,,5.00,Postpone Cash Request 7104,2020-08-04 01:31:49.049003+00,2020-10-13 14:25:04.34491+00,2020-08-04 01:31:53.304521+00,2020-09-09 22:00:00+00,2020-10-09 22:00:00+00,before
2715,4741,postpone,accepted,,5.00,Postpone Cash Request 4741,2020-08-04 07:20:59.708364+00,2020-10-13 14:25:04.34617+00,2020-08-04 07:21:04.047609+00,2020-08-13 22:00:00+00,2020-09-12 22:00:00+00,before
2728,8799,postpone,accepted,,5.00,Postpone Cash Request 8799,2020-08-04 09:59:23.670459+00,2020-10-13 14:25:04.348938+00,2020-08-04 09:59:28.300102+00,2020-08-10 22:00:00+00,2020-09-09 22:00:00+00,before
2731,10358,postpone,accepted,,5.00,Postpone Cash Request 10358,2020-08-04 10:25:33.242705+00,2020-10-13 14:25:04.354153+00,2020-08-04 10:25:37.104983+00,2020-08-24 22:00:00+00,2020-09-24 10:25:31.884+00,before
9927,15875,postpone,accepted,,5.00,Postpone Cash Request 15875,2020-09-29 15:14:38.626545+00,2020-10-13 14:25:04.359848+00,2020-09-29 15:14:42.785152+00,2020-09-29 22:00:00+00,2020-10-29 22:00:00+00,before
2737,6455,postpone,accepted,,5.00,Postpone Cash Request 6455,2020-08-04 11:29:03.902645+00,2020-10-13 14:25:04.364972+00,2020-08-04 11:29:08.48187+00,2020-08-10 22:00:00+00,2020-09-10 11:29:01.971+00,before
2739,8223,postpone,accepted,,5.00,Postpone Cash Request 8223,2020-08-04 11:55:11.880037+00,2020-10-13 14:25:04.369597+00,2020-08-04 11:55:16.538607+00,2020-08-06 22:00:00+00,2020-09-05 11:55:06.977+00,before
2741,9384,postpone,accepted,,5.00,Postpone Cash Request 9384,2020-08-04 12:53:32.210734+00,2020-10-13 14:25:04.373994+00,2020-08-04 12:53:36.223354+00,2020-08-19 23:51:00+00,2020-08-26 22:00:00+00,before
2748,10340,postpone,accepted,,5.00,Postpone Cash Request 10340,2020-08-04 14:13:34.877557+00,2020-10-13 14:25:04.391828+00,2020-08-04 14:13:41.397201+00,2020-08-14 22:00:00+00,2020-09-14 14:13:32.765+00,before
2749,6134,postpone,accepted,,5.00,Postpone Cash Request 6134,2020-08-04 14:31:39.875578+00,2020-10-13 14:25:04.394645+00,2020-08-04 14:31:44.424258+00,2020-08-23 22:00:00+00,2020-09-22 22:00:00+00,before
2756,7120,postpone,accepted,,5.00,Postpone Cash Request 7120,2020-08-04 15:14:20.333845+00,2020-10-13 14:25:04.402347+00,2020-08-04 15:14:23.960719+00,2020-08-06 22:00:00+00,2020-09-05 22:00:00+00,before
2757,10059,postpone,accepted,,5.00,Postpone Cash Request 10059,2020-08-04 15:39:19.43036+00,2020-10-13 14:25:04.405177+00,2020-08-04 15:39:24.176313+00,2020-08-08 22:00:00+00,2020-09-08 15:39:15.726+00,before
2767,10486,postpone,accepted,,5.00,Postpone Cash Request 10486,2020-08-04 17:29:14.274028+00,2020-10-13 14:25:04.412101+00,2020-08-04 17:29:18.955428+00,2020-08-31 22:00:00+00,2020-09-30 22:00:00+00,before
2770,3638,postpone,accepted,,5.00,Postpone Cash Request 3638,2020-08-04 18:06:20.421546+00,2020-10-13 14:25:04.413536+00,2020-08-04 18:06:27.168539+00,2020-08-06 17:11:20.405+00,2020-09-05 18:06:18.062+00,before
2772,10541,postpone,accepted,,5.00,Postpone Cash Request 10541,2020-08-04 20:18:40.090922+00,2020-10-13 14:25:04.414896+00,2020-08-04 20:18:45.103424+00,2020-08-22 23:51:00+00,2020-09-21 23:51:00+00,before
2774,6078,postpone,accepted,,5.00,Postpone Cash Request 6078,2020-08-04 21:18:17.73775+00,2020-10-13 14:25:04.416311+00,2020-08-04 21:18:22.375532+00,2020-08-06 06:44:35.354+00,2020-09-05 06:44:35.354+00,before
2778,5378,postpone,accepted,,5.00,Postpone Cash Request 5378,2020-08-04 23:21:25.844819+00,2020-10-13 14:25:04.420391+00,2020-08-04 23:21:29.991706+00,2020-08-10 15:02:19.128+00,2020-09-08 23:21:28.863+00,before
2779,4796,postpone,accepted,,5.00,Postpone Cash Request 4796,2020-08-05 02:00:30.844415+00,2020-10-13 14:25:04.421801+00,2020-08-05 02:00:35.350048+00,2020-08-07 09:41:01.288+00,2020-09-06 02:00:29.285+00,before
2781,10445,postpone,accepted,,5.00,Postpone Cash Request 10445,2020-08-05 04:58:42.59431+00,2020-10-13 14:25:04.42573+00,2020-08-05 04:58:51.248564+00,2020-08-27 22:00:00+00,2020-09-27 04:58:38.19+00,before
2782,7074,postpone,accepted,,5.00,Postpone Cash Request 7074,2020-08-05 05:52:20.329274+00,2020-10-13 14:25:04.429664+00,2020-08-05 05:52:24.077028+00,2020-08-10 22:00:00+00,2020-09-05 22:00:00+00,before
2783,10535,postpone,accepted,,5.00,Postpone Cash Request 10535,2020-08-05 06:50:04.267+00,2020-10-13 14:25:04.433803+00,2020-08-05 06:50:08.302586+00,2020-08-27 22:00:00+00,2020-09-27 06:50:02.182+00,before
2784,9396,postpone,accepted,,5.00,Postpone Cash Request 9396,2020-08-05 07:28:25.552517+00,2020-10-13 14:25:04.436565+00,2020-08-05 07:28:29.328394+00,2020-08-20 22:00:00+00,2020-09-19 22:00:00+00,before
2785,9752,postpone,accepted,,5.00,Postpone Cash Request 9752,2020-08-05 07:46:04.427813+00,2020-10-13 14:25:04.440874+00,2020-08-05 07:46:08.986883+00,2020-09-04 22:00:00+00,2020-10-04 22:00:00+00,before
2803,5927,postpone,accepted,,5.00,Postpone Cash Request 5927,2020-08-05 11:03:25.402944+00,2020-10-13 14:25:04.443235+00,2020-08-05 11:03:29.270404+00,2020-08-07 22:00:00+00,2020-09-07 11:03:24.549+00,before
2787,4647,postpone,accepted,,5.00,Postpone Cash Request 4647,2020-08-05 07:55:46.92331+00,2020-10-13 14:25:04.444584+00,2020-08-05 07:55:51.138373+00,2020-08-10 08:09:34.367+00,2020-09-09 08:09:34.367+00,before
2799,10758,postpone,accepted,,5.00,Postpone Cash Request 10758,2020-08-05 10:11:57.617128+00,2020-10-13 14:25:04.463532+00,2020-08-05 10:12:03.589403+00,2020-09-07 22:00:00+00,2020-10-08 10:11:47.279+00,before
15046,21623,postpone,accepted,,5.00,Postpone Cash Request 21623,2020-10-20 08:08:04.403158+00,2020-10-20 08:08:08.145806+00,2020-10-20 08:08:08.696609+00,2020-10-26 14:51:25.859187+00,2020-11-06 11:00:00+00,before
18005,24790,instant_payment,accepted,,5.00,Instant Payment Cash Request 24790,2020-10-26 18:05:38.623674+00,2020-10-26 18:05:38.623696+00,2020-11-05 19:49:41.467466+00,,,after
10008,18035,postpone,cancelled,,5.00,Postpone Cash Request 18035,2020-09-30 07:54:07.843093+00,2020-10-13 14:25:04.465961+00,,2020-10-06 22:00:00+00,2020-10-17 10:00:00+00,before
13780,21372,instant_payment,rejected,,5.00,Instant Payment Cash Request 21372,2020-10-15 16:28:22.24431+00,2020-10-15 16:28:22.244338+00,,,,after
1405,3999,incident,accepted,rejected_direct_debit,5.00,rejected direct debit,2020-07-15 22:25:39.511645+00,2020-10-13 14:25:17.001592+00,2020-12-04 04:41:51.366708+00,,,after
9928,16351,postpone,accepted,,5.00,Postpone Cash Request 16351,2020-09-29 15:21:49.180088+00,2020-10-13 14:25:04.46479+00,2020-09-29 15:21:53.123152+00,2020-10-03 06:18:12.354452+00,2020-11-02 06:18:12.354452+00,before
13305,20985,instant_payment,accepted,,5.00,Instant Payment Cash Request 20985,2020-10-14 07:27:32.362979+00,2020-10-14 07:27:32.36303+00,2020-11-12 05:23:07.222004+00,,,after
14249,21715,instant_payment,accepted,,5.00,Instant Payment Cash Request 21715,2020-10-17 06:26:32.64901+00,2020-10-17 06:26:32.649032+00,2020-11-05 20:32:56.105624+00,,,after
14499,21883,instant_payment,accepted,,5.00,Instant Payment Cash Request 21883,2020-10-18 10:09:58.199259+00,2020-10-18 10:09:58.199286+00,2020-11-10 19:59:44.788329+00,,,after
10311,18749,instant_payment,accepted,,5.00,Instant Payment Cash Request 18749,2020-10-01 16:06:16.372723+00,2020-10-13 14:25:05.66329+00,2020-10-12 19:28:24.383871+00,,,after
2816,10330,postpone,accepted,,5.00,Postpone Cash Request 10330,2020-08-05 11:57:39.871688+00,2020-10-13 14:25:04.482692+00,2020-08-05 11:57:43.612365+00,2020-09-07 22:00:00+00,2020-10-08 11:57:35.745+00,before
2820,7646,postpone,accepted,,5.00,Postpone Cash Request 7646,2020-08-05 13:10:26.972661+00,2020-10-13 14:25:04.484188+00,2020-08-05 13:10:31.11039+00,2020-09-06 22:00:00+00,2020-10-06 22:00:00+00,before
2822,7075,postpone,accepted,,5.00,Postpone Cash Request 7075,2020-08-05 13:30:19.639478+00,2020-10-13 14:25:04.485485+00,2020-08-05 13:30:25.244823+00,2020-09-03 22:00:00+00,2020-10-03 22:00:00+00,before
2821,8716,postpone,accepted,,5.00,Postpone Cash Request 8716,2020-08-05 13:16:53.724971+00,2020-10-13 14:25:04.486651+00,2020-08-05 13:16:57.594434+00,2020-08-13 22:00:00+00,2020-09-12 22:00:00+00,before
2823,4104,postpone,accepted,,5.00,Postpone Cash Request 4104,2020-08-05 13:42:49.239103+00,2020-10-13 14:25:04.488252+00,2020-08-05 13:43:01.662101+00,2020-08-14 22:00:00+00,2020-09-10 22:00:00+00,before
2827,10300,postpone,accepted,,5.00,Postpone Cash Request 10300,2020-08-05 14:15:23.109973+00,2020-10-13 14:25:04.491123+00,2020-08-05 14:15:30.910791+00,2020-09-02 22:00:00+00,2020-10-03 14:15:20.6+00,before
